DATE,LOCATION,SX REF,SPECIES,SEX,NUMBER,FILE,COMMON NAME
03/06/2013,Aveton Gifford Marsh,SX690469,Eristalinus sepulchralis,male,Over 10,2013/June 2013.xls,
03/06/2013,Aveton Gifford Marsh,SX690469,Eristalis nemorum,female,2,2013/June 2013.xls,
03/06/2013,Aveton Gifford Marsh,SX690469,Eristalis pertinax,male,1,2013/June 2013.xls,
03/06/2013,Aveton Gifford Marsh,SX690469,Eupeodes corollae,male,1,2013/June 2013.xls,
03/06/2013,Aveton Gifford Marsh,SX690469,Helophilus pendulus,female,Over 10,2013/June 2013.xls,
03/06/2013,Aveton Gifford Marsh,SX690469,Helophilus pendulus,male,Over 10,2013/June 2013.xls,
03/06/2013,Aveton Gifford Marsh,SX690469,Helophilus trivittatus,male,2,2013/June 2013.xls,
03/06/2013,Aveton Gifford Marsh,SX690469,Merodon equestris,male,1,2013/June 2013.xls,
03/06/2013,Aveton Gifford Marsh,SX690469,Platycheirus granditarsis,male,3,2013/June 2013.xls,
03/06/2013,Aveton Gifford Marsh,SX690469,Anthocharis cardamines,male,1,2013/June 2013.xls,Orange Tip
03/06/2013,Aveton Gifford Marsh,SX690469,Lycaena phlaeas,,1,2013/June 2013.xls,Small Copper
03/06/2013,Aveton Gifford Marsh,SX690469,Lasiommata megera,,1,2013/June 2013.xls,Wall Brown butterfly
03/06/2013,Aveton Gifford Marsh,SX690469,Adela croesella moth,,1,2013/June 2013.xls,
03/06/2013,Aveton Gifford Marsh,SX690469,Panemeria tenebrata,,2,2013/June 2013.xls,Small Yellow Underwing moth
03/06/2013,Aveton Gifford Marsh,SX690469,Euthrix potatoria,,2,2013/June 2013.xls,Drinker Moth caterpillar
03/06/2013,Aveton Gifford Marsh,SX690469,Abraxas grossulariata,,1,2013/June 2013.xls,Magpie Moth caterpillar
03/06/2013,Aveton Gifford Marsh,SX690469,Coenagrion puella,female,3,2013/June 2013.xls,Azure Damselfly
03/06/2013,Aveton Gifford Marsh,SX690469,Coenagrion puella,male,2,2013/June 2013.xls,Azure Damselfly
03/06/2013,Aveton Gifford Marsh,SX690469,Pyrrhosoma nymphula,male,1,2013/June 2013.xls,Large Red Damselfly
03/06/2013,Aveton Gifford Marsh,SX690469,Nomada ruficornis,male,2,2013/June 2013.xls,
03/06/2013,Aveton Gifford Marsh,SX690469,Agabus bipustulatus,,1,2013/June 2013.xls,Diving Beetle
03/06/2013,Aveton Gifford Marsh,SX690469,Cantharis rustica beetle,,1,2013/June 2013.xls,
03/06/2013,Aveton Gifford Marsh,SX690469,Agelena labyrinthica,male,1,2013/June 2013.xls,Spider
03/06/2013,Aveton Gifford Marsh,SX690469,Pisaura mirabilis,male,1,2013/June 2013.xls,
03/06/2013,Aveton Gifford Marsh,SX690469,Tetragantha sp.,,1,2013/June 2013.xls,
03/06/2013,Aveton Gifford Marsh,SX690469,Leptophyes punctatissima,,1,2013/June 2013.xls,Speckled Bush Cricket
04/06/2013,"Andrews Wood, Loddiswell",SX709516,Cheilosia albitarsis/ranunculi,male,2,2013/June 2013.xls,
04/06/2013,"Andrews Wood, Loddiswell",SX709516,Dasysyrphus venustus,female,1,2013/June 2013.xls,
04/06/2013,"Andrews Wood, Loddiswell",SX709516,Eristalis arbustorum,female,1,2013/June 2013.xls,
04/06/2013,"Andrews Wood, Loddiswell",SX709516,Eristalis horticola,female,1,2013/June 2013.xls,
04/06/2013,"Andrews Wood, Loddiswell",SX709516,Myathropa florea,female,1,2013/June 2013.xls,
04/06/2013,"Andrews Wood, Loddiswell",SX709516,Sericomyia silentis,male,1,2013/June 2013.xls,
04/06/2013,"Andrews Wood, Loddiswell",SX709516,Xylota segnis,female,1,2013/June 2013.xls,
04/06/2013,"Andrews Wood, Loddiswell",SX709516,Xylota segnis,male,2,2013/June 2013.xls,
04/06/2013,"Andrews Wood, Loddiswell",SX709516,Enallagma cyathigerum,female,2,2013/June 2013.xls,Common Blue Damselfly
04/06/2013,"Andrews Wood, Loddiswell",SX709516,Coenagrion puella,female,1,2013/June 2013.xls,Azure Damselfly
04/06/2013,"Andrews Wood, Loddiswell",SX709516,Coenagrion puella,male,1,2013/June 2013.xls,Azure Damselfly
04/06/2013,"Andrews Wood, Loddiswell",SX709516,Pyrrhosoma nymphula,female,3,2013/June 2013.xls,Large Red Damselfly
04/06/2013,"Andrews Wood, Loddiswell",SX709516,Pyrrhosoma nymphula,male,2,2013/June 2013.xls,Large Red Damselfly
04/06/2013,"Andrews Wood, Loddiswell",SX709516,Bloody-nosed Beetle larvae,,1,2013/June 2013.xls,
04/06/2013,"Andrews Wood, Loddiswell",SX709516,Sawfly Strongylogaster multifasciata,,1,2013/June 2013.xls,
11/06/2013,"Main Road, Salcombe",SX731385,Chloroclysta truncata,,1,2013/June 2013.xls,Common Marbled Carpet
11/06/2013,"Main Road, Salcombe",SX731385,Agrotis puta,,1,2013/June 2013.xls,Shuttle-shaped Dart
13/06/2013,"Main Road, Salcombe",SX731385,Agrotis exclamations,,1,2013/June 2013.xls,Heart & Dart Moth
13/06/2013,"Main Road, Salcombe",SX731385,Odontopera bidentata,,2,2013/June 2013.xls,Scalloped Hazel Moth
13/06/2013,"Main Road, Salcombe",SX731385,Cerura vinula,,1,2013/June 2013.xls,Puss Moth
20/06/2013,"Main Road, Salcombe",SX731385,Calliteara pudibunda,,2,2013/June 2013.xls,Pale Tussock Moth
20/06/2013,"Main Road, Salcombe",SX731385,Cantharis rufa beetle,,2,2013/June 2013.xls,
20/06/2013,"Main Road, Salcombe",SX731385,Halyzia 16-guttata,,2,2013/June 2013.xls,Orange Ladybird
20/06/2013,"Andrews Wood, Loddiswell",SX709516,Chrysopilus cristatus,male,6,2013/June 2013.xls,Black Snipefly
20/06/2013,"Andrews Wood, Loddiswell",SX709516,Bombus pratorum,,2,2013/June 2013.xls,
20/06/2013,"Andrews Wood, Loddiswell",SX709516,Malacosoma neustria,,1,2013/June 2013.xls,Lackey Moth caterpillar
20/06/2013,"Andrews Wood, Loddiswell",SX709516,Dolichopus sp.,,2,2013/June 2013.xls,
25/06/2013,"Andrews Wood, Loddiswell",SX709516,Episyrphus balteatus,male,2,2013/June 2013.xls,
25/06/2013,"Andrews Wood, Loddiswell",SX709516,Eristalis horticola,female,1,2013/June 2013.xls,
25/06/2013,"Andrews Wood, Loddiswell",SX709516,Eristalis horticola,male,2,2013/June 2013.xls,
25/06/2013,"Andrews Wood, Loddiswell",SX709516,Helophilus pendulus,female,4,2013/June 2013.xls,
25/06/2013,"Andrews Wood, Loddiswell",SX709516,Helophilus pendulus,male,2,2013/June 2013.xls,
25/06/2013,"Andrews Wood, Loddiswell",SX709516,Leucozona lucorum,female,1,2013/June 2013.xls,
25/06/2013,"Andrews Wood, Loddiswell",SX709516,Meliscaeva auricollis,female,1,2013/June 2013.xls,
25/06/2013,"Andrews Wood, Loddiswell",SX709516,Myathropa florea,male,1,2013/June 2013.xls,
25/06/2013,"Andrews Wood, Loddiswell",SX709516,Platycheirus albimanus,female,1,2013/June 2013.xls,
25/06/2013,"Andrews Wood, Loddiswell",SX709516,Sericomyia silentis,male,4,2013/June 2013.xls,
25/06/2013,"Andrews Wood, Loddiswell",SX709516,Syrphus vitripennis,female,1,2013/June 2013.xls,
25/06/2013,"Andrews Wood, Loddiswell",SX709516,Volucella bombylans,male,2,2013/June 2013.xls,
25/06/2013,"Andrews Wood, Loddiswell",SX709516,Xylota segnis,male,2,2013/June 2013.xls,
25/06/2013,"Andrews Wood, Loddiswell",SX709516,Chrysopilus cristatus,female,2,2013/June 2013.xls,Black Snipefly
25/06/2013,"Andrews Wood, Loddiswell",SX709516,Chrysopilus cristatus,male,8,2013/June 2013.xls,Black Snipefly
25/06/2013,"Andrews Wood, Loddiswell",SX709516,Libellula depressa,female,1,2013/June 2013.xls,Broad-bodied Chaser
25/06/2013,"Andrews Wood, Loddiswell",SX709516,Enallagma cyathigerum,female,Over 10,2013/June 2013.xls,Common Blue Damselfly
25/06/2013,"Andrews Wood, Loddiswell",SX709516,Enallagma cyathigerum,male,Over 10,2013/June 2013.xls,Common Blue Damselfly
25/06/2013,"Andrews Wood, Loddiswell",SX709516,Pyrrhosoma nymphula,female,2,2013/June 2013.xls,Large Red Damselfly
25/06/2013,"Andrews Wood, Loddiswell",SX709516,Pyrrhosoma nymphula,male,3,2013/June 2013.xls,Large Red Damselfly
25/06/2013,"Andrews Wood, Loddiswell",SX709516,Leptura aurulenta,,2,2013/June 2013.xls,Longhorn Beetle
25/06/2013,"Andrews Wood, Loddiswell",SX709516,Rutpela maculata,,3,2013/June 2013.xls,Longhorn Beetle
25/06/2013,"Andrews Wood, Loddiswell",SX709516,Cantharis pellucida ,,2,2013/June 2013.xls,Beetle
25/06/2013,"Andrews Wood, Loddiswell",SX709516,Clytus arietis,,2,2013/June 2013.xls,Wasp Beetle
25/06/2013,"Andrews Wood, Loddiswell",SX709516,Phyllobrotica quadrimaculata,,1,2013/June 2013.xls,Beetle
25/06/2013,"Andrews Wood, Loddiswell",SX709516,Coreus marginatus,,2,2013/June 2013.xls,Dock Bug
25/06/2013,"Andrews Wood, Loddiswell",SX709516,Meadow Grasshopper,,1,2013/June 2013.xls,
25/06/2013,"Andrews Wood, Loddiswell",SX709516,Closterotomus fulvamaculatus,,1,2013/June 2013.xls,Bug
25/06/2013,"Andrews Wood, Loddiswell",SX709516,Rhagio tringarius,,5,2013/June 2013.xls,Marsh Snipefly
25/06/2013,"Andrews Wood, Loddiswell",SX709516,Slow Worm,,1,2013/June 2013.xls,
25/06/2013,"Andrews Wood, Loddiswell",SX709516,Chloromia formosa,female,8,2013/June 2013.xls,Soldierfly
25/06/2013,"Andrews Wood, Loddiswell",SX709516,Chloromia formosa,male,2,2013/June 2013.xls,Soldierfly
25/06/2013,"Andrews Wood, Loddiswell",SX709516,Tabanus bromius,male,1,2013/June 2013.xls,Band-eyed Brown Horsefly
28/06/2013,"Andrews Wood, Loddiswell",SX709516,Cheilosia illustrata,male,2,2013/June 2013.xls,
28/06/2013,"Andrews Wood, Loddiswell",SX709516,Eristalis nemorum,female,1,2013/June 2013.xls,
28/06/2013,"Andrews Wood, Loddiswell",SX709516,Helophilus pendulus,female,2,2013/June 2013.xls,
28/06/2013,"Andrews Wood, Loddiswell",SX709516,Helophilus pendulus,male,1,2013/June 2013.xls,
28/06/2013,"Andrews Wood, Loddiswell",SX709516,Merodon equestris,male,1,2013/June 2013.xls,
28/06/2013,"Andrews Wood, Loddiswell",SX709516,Volucella bombylans,male,4,2013/June 2013.xls,
28/06/2013,"Andrews Wood, Loddiswell",SX709516,Libellula depressa,female,3,2013/June 2013.xls,Broad-bodied Chaser
28/06/2013,"Andrews Wood, Loddiswell",SX709516,Enallagma cyathigerum,female,Over 10,2013/June 2013.xls,Common Blue Damselfly
28/06/2013,"Andrews Wood, Loddiswell",SX709516,Enallagma cyathigerum,male,Over 10,2013/June 2013.xls,Common Blue Damselfly
28/06/2013,"Andrews Wood, Loddiswell",SX709516,Chorthippus brunneus,,1,2013/June 2013.xls,Field Grasshopper
28/06/2013,"Andrews Wood, Loddiswell",SX709516,Phylloperyha horticola,,2,2013/June 2013.xls,Garden Chafer
28/06/2013,"Andrews Wood, Loddiswell",SX709516,Haematopota,female,Over 10,2013/June 2013.xls,Cleg Horsefly
28/06/2013,"Andrews Wood, Loddiswell",SX709516,Ochlodes venatus,male,1,2013/June 2013.xls,Large Skipper
28/06/2013,"Andrews Wood, Loddiswell",SX709516,Rutpela maculata,,1,2013/June 2013.xls,Longhorn Beetle
28/06/2013,"Andrews Wood, Loddiswell",SX709516,Frog juveniles,,5,2013/June 2013.xls,
29/06/2013,"Tor Woods, Salcombe",SX722376,Chrysotoxum elegans,female,1,2013/June 2013.xls,
29/06/2013,"Tor Woods, Salcombe",SX722376,Chrysotoxum elegans,male,3,2013/June 2013.xls,
29/06/2013,"Tor Woods, Salcombe",SX722376,Eristalis pertinax,male,1,2013/June 2013.xls,
29/06/2013,"Tor Woods, Salcombe",SX722376,Helophilus pendulus,male,1,2013/June 2013.xls,
29/06/2013,"Tor Woods, Salcombe",SX722376,Myathropa florea,female,1,2013/June 2013.xls,
29/06/2013,"Tor Woods, Salcombe",SX722376,Syrphus vitripennis,female,1,2013/June 2013.xls,
29/06/2013,"Tor Woods, Salcombe",SX722376,Volucella bombylans,male,1,2013/June 2013.xls,
29/06/2013,"Tor Woods, Salcombe",SX722376,Xylota segnis,female,1,2013/June 2013.xls,
29/06/2013,"Tor Woods, Salcombe",SX722376,Xylota segnis,male,2,2013/June 2013.xls,
05/07/2013,"Andrews Wood, Loddiswell",SX709516,Cheilosia illustrata,male,5,2013/July 2013.xls,
05/07/2013,"Andrews Wood, Loddiswell",SX709516,Episyrphus balteatus,male,2,2013/July 2013.xls,
05/07/2013,"Andrews Wood, Loddiswell",SX709516,Eristalis horticola,female,5,2013/July 2013.xls,
05/07/2013,"Andrews Wood, Loddiswell",SX709516,Eristalis pertinax,male,2,2013/July 2013.xls,
05/07/2013,"Andrews Wood, Loddiswell",SX709516,Eupeodes corollae,female,1,2013/July 2013.xls,
05/07/2013,"Andrews Wood, Loddiswell",SX709516,Helophilus pendulus,female,4,2013/July 2013.xls,
05/07/2013,"Andrews Wood, Loddiswell",SX709516,Helophilus pendulus,male,3,2013/July 2013.xls,
05/07/2013,"Andrews Wood, Loddiswell",SX709516,Merodon equestris,female,1,2013/July 2013.xls,
05/07/2013,"Andrews Wood, Loddiswell",SX709516,Myathropa florea,female,1,2013/July 2013.xls,
05/07/2013,"Andrews Wood, Loddiswell",SX709516,Platycheirus albimanus,male,1,2013/July 2013.xls,
05/07/2013,"Andrews Wood, Loddiswell",SX709516,Platycheirus granditarsus,female,1,2013/July 2013.xls,
05/07/2013,"Andrews Wood, Loddiswell",SX709516,Sericomyia silentis,female,1,2013/July 2013.xls,
05/07/2013,"Andrews Wood, Loddiswell",SX709516,Sericomyia silentis,male,8,2013/July 2013.xls,
05/07/2013,"Andrews Wood, Loddiswell",SX709516,Volucella bombylans,female,1,2013/July 2013.xls,
05/07/2013,"Andrews Wood, Loddiswell",SX709516,Volucella bombylans,male,4,2013/July 2013.xls,
05/07/2013,"Andrews Wood, Loddiswell",SX709516,Xylota segnis,female,1,2013/July 2013.xls,
05/07/2013,"Andrews Wood, Loddiswell",SX709516,Enallagma cyathigerum,female,Over 10,2013/July 2013.xls,Common Blue Damselfly
05/07/2013,"Andrews Wood, Loddiswell",SX709516,Enallagma cyathigerum,male,Over 10,2013/July 2013.xls,Common Blue Damselfly
05/07/2013,"Andrews Wood, Loddiswell",SX709516,Pyrrhosoma nymphula,female,8,2013/July 2013.xls,Large Red Damselfly
05/07/2013,"Andrews Wood, Loddiswell",SX709516,Pyrrhosoma nymphula,male,6,2013/July 2013.xls,Large Red Damselfly
05/07/2013,"Andrews Wood, Loddiswell",SX709516,Phalangium opilio,,1,2013/July 2013.xls,Harvestman
05/07/2013,"Andrews Wood, Loddiswell",SX709516,Rilaena triangularis,,1,2013/July 2013.xls,Harvestman
05/07/2013,"Andrews Wood, Loddiswell",SX709516,Poecilobothrus nobilitatus,,Over 10,2013/July 2013.xls,
05/07/2013,"Andrews Wood, Loddiswell",SX709516,Frog,,5,2013/July 2013.xls,
05/07/2013,"Andrews Wood, Loddiswell",SX709516,Gonepteryx rhamni,female,1,2013/July 2013.xls,Brimstone
05/07/2013,"Andrews Wood, Loddiswell",SX709516,Maniola jurtina,,Over 10,2013/July 2013.xls,Meadow Brown
05/07/2013,"Andrews Wood, Loddiswell",SX709516,Vanessa atlanta,,1,2013/July 2013.xls,Red Admiral
05/07/2013,"Andrews Wood, Loddiswell",SX709516,Aglais urticae,,1,2013/July 2013.xls,Small Tortoishell
05/07/2013,"Andrews Wood, Loddiswell",SX709516,Pararge aegeria,,1,2013/July 2013.xls,Speckled Wood
06/07/2013,"Tor Woods, Salcombe",SX722376,Cheilosia illustrata,male,1,2013/July 2013.xls,
06/07/2013,"Tor Woods, Salcombe",SX722376,Chrysotoxum elegans,male,1,2013/July 2013.xls,
06/07/2013,"Tor Woods, Salcombe",SX722376,Episyrphus balteatus,male,2,2013/July 2013.xls,
06/07/2013,"Tor Woods, Salcombe",SX722376,Eristalis pertinax,male,2,2013/July 2013.xls,
06/07/2013,"Tor Woods, Salcombe",SX722376,Helophilus pendulus,male,1,2013/July 2013.xls,
06/07/2013,"Tor Woods, Salcombe",SX722376,Leucozona glaucia,female,1,2013/July 2013.xls,
06/07/2013,"Tor Woods, Salcombe",SX722376,Myathropa florea,male,2,2013/July 2013.xls,
06/07/2013,"Tor Woods, Salcombe",SX722376,Scaeva pyrastri,male,3,2013/July 2013.xls,
06/07/2013,"Tor Woods, Salcombe",SX722376,Syrphus sp.,male,Over 20,2013/July 2013.xls,
06/07/2013,"Tor Woods, Salcombe",SX722376,Argynnis aglaja,,1,2013/July 2013.xls,Dark Green Fritillary
06/07/2013,"Tor Woods, Salcombe",SX722376,Dascillus cervinus,,1,2013/July 2013.xls,Orchid Beetle
07/07/2013,"Jacobs Lane, Bolberry",SX690385,Cheilosia illustrata,male,Over 10,2013/July 2013.xls,
07/07/2013,"Jacobs Lane, Bolberry",SX690385,Chrysotoxum elegans,male,1,2013/July 2013.xls,
07/07/2013,"Jacobs Lane, Bolberry",SX690385,Episyrphus balteatus,male,1,2013/July 2013.xls,
07/07/2013,"Jacobs Lane, Bolberry",SX690385,Eristalis pertinax,male,1,2013/July 2013.xls,
07/07/2013,"Jacobs Lane, Bolberry",SX690385,Syrphus ribesii,female,1,2013/July 2013.xls,
07/07/2013,"Jacobs Lane, Bolberry",SX690385,Volucella bombylans,male,1,2013/July 2013.xls,
07/07/2013,"Jacobs Lane, Bolberry",SX690385,Cordulegaster boltoni,,1,2013/July 2013.xls,Golden-ringed Dragonfly
07/07/2013,"Jacobs Lane, Bolberry",SX690385,Clytus arietis,,1,2013/July 2013.xls,Wasp Beetle
08/07/2013,Aveton Gifford (Drunkards Hill),SX684477,Cheilosia illustrata,male,1,2013/July 2013.xls,
08/07/2013,Aveton Gifford (Drunkards Hill),SX684477,Cheilosia variabilis,male,2,2013/July 2013.xls,
08/07/2013,Aveton Gifford (Drunkards Hill),SX684477,Eristalis pertinax,male,1,2013/July 2013.xls,
08/07/2013,Aveton Gifford (Drunkards Hill),SX684477,Platycheirus albimanus,male,1,2013/July 2013.xls,
08/07/2013,Aveton Gifford (Drunkards Hill),SX684477,Volucella bombylans,male,1,2013/July 2013.xls,
08/07/2013,Aveton Gifford (Drunkards Hill),SX684477,Orthetrum cancellatrum,female,1,2013/July 2013.xls,Black-tailed Skimmer
08/07/2013,Aveton Gifford (Drunkards Hill),SX684477,Cordulegaster boltoni,,8,2013/July 2013.xls,Golden-ringed Dragonfly
08/07/2013,Aveton Gifford (Drunkards Hill),SX684477,Ochlodes venatus,male,3,2013/July 2013.xls,Large Skipper
09/07/2013,"Andrews Wood, Loddiswell",SX709516,Brachypalpoides lentus,male,1,2013/July 2013.xls,
09/07/2013,"Andrews Wood, Loddiswell",SX709516,Cheilosia illustrata,male,1,2013/July 2013.xls,
09/07/2013,"Andrews Wood, Loddiswell",SX709516,Eristalis horticola,female,2,2013/July 2013.xls,
09/07/2013,"Andrews Wood, Loddiswell",SX709516,Eristalis nemorum,female,5,2013/July 2013.xls,
09/07/2013,"Andrews Wood, Loddiswell",SX709516,Eristalis nemorum,male,8,2013/July 2013.xls,
09/07/2013,"Andrews Wood, Loddiswell",SX709516,Eristalis pertinax,male,3,2013/July 2013.xls,
09/07/2013,"Andrews Wood, Loddiswell",SX709516,Helophilus pendulus,female,Over 10,2013/July 2013.xls,
09/07/2013,"Andrews Wood, Loddiswell",SX709516,Helophilus pendulus,male,Over 10,2013/July 2013.xls,
09/07/2013,"Andrews Wood, Loddiswell",SX709516,Platycheirus albimanus,male,1,2013/July 2013.xls,
09/07/2013,"Andrews Wood, Loddiswell",SX709516,Sericomyia silentis,male,1,2013/July 2013.xls,
09/07/2013,"Andrews Wood, Loddiswell",SX709516,Maniola jurtina,,Over 10,2013/July 2013.xls,Meadow Brown
09/07/2013,"Andrews Wood, Loddiswell",SX709516,Ochlodes venatus,,4,2013/July 2013.xls,Large Skipper
09/07/2013,"Andrews Wood, Loddiswell",SX709516,Aphantopus hyperantus,,2,2013/July 2013.xls,Ringlet
09/07/2013,"Andrews Wood, Loddiswell",SX709516,Pararge aegeria,,3,2013/July 2013.xls,Speckled Wood
09/07/2013,"Andrews Wood, Loddiswell",SX709516,Enallagma cyathigerum,female,Over 10,2013/July 2013.xls,Common Blue Damselfly
09/07/2013,"Andrews Wood, Loddiswell",SX709516,Enallagma cyathigerum,male,Over 10,2013/July 2013.xls,Common Blue Damselfly
09/07/2013,"Andrews Wood, Loddiswell",SX709516,Pyrrhosoma nymphula,female,Over 10,2013/July 2013.xls,Large Red Damselfly
09/07/2013,"Andrews Wood, Loddiswell",SX709516,Pyrrhosoma nymphula,male,Over 10,2013/July 2013.xls,Large Red Damselfly
09/07/2013,"Andrews Wood, Loddiswell",SX709516,Cordulegaster boltoni,,1,2013/July 2013.xls,Golden-ringed Dragonfly
09/07/2013,"Andrews Wood, Loddiswell",SX709516,Chorthippus parallelus,,Over 10,2013/July 2013.xls,Meadow Grasshopper
09/07/2013,"Andrews Wood, Loddiswell",SX709516,Cassida murraea,,5,2013/July 2013.xls,Tortoise Beetle
15/07/2013,"Tor Woods, Salcombe",SX722376,Cheilosia illustrata,female,2,2013/July 2013.xls,
15/07/2013,"Tor Woods, Salcombe",SX722376,Cheilosia illustrata,male,3,2013/July 2013.xls,
15/07/2013,"Tor Woods, Salcombe",SX722376,Eristalis horticola,female,1,2013/July 2013.xls,
15/07/2013,"Tor Woods, Salcombe",SX722376,Eristalis pertinax,male,1,2013/July 2013.xls,
15/07/2013,"Tor Woods, Salcombe",SX722376,Leucozona glaucia,female,8,2013/July 2013.xls,
15/07/2013,"Tor Woods, Salcombe",SX722376,Leucozona glaucia,male,6,2013/July 2013.xls,
15/07/2013,"Tor Woods, Salcombe",SX722376,Myathropa florea,female,1,2013/July 2013.xls,
15/07/2013,"Tor Woods, Salcombe",SX722376,Platycheirus albimanus,male,1,2013/July 2013.xls,
15/07/2013,"Tor Woods, Salcombe",SX722376,Sericomyia silentis,male,1,2013/July 2013.xls,
15/07/2013,"Tor Woods, Salcombe",SX722376,Syrphus ribesii,female,4,2013/July 2013.xls,
15/07/2013,"Tor Woods, Salcombe",SX722376,Polygoniia c-album,,1,2013/July 2013.xls,Comma
15/07/2013,"Tor Woods, Salcombe",SX722376,Argynnis aglaja,,1,2013/July 2013.xls,Dark Green Fritillary
15/07/2013,"Tor Woods, Salcombe",SX722376,Ochlodes venatus,,2,2013/July 2013.xls,Large Skipper
15/07/2013,"Tor Woods, Salcombe",SX722376,Coenonynympha pamphilus,,1,2013/July 2013.xls,Small Heath
15/07/2013,"Tor Woods, Salcombe",SX722376,Pararge aegeria,,3,2013/July 2013.xls,Speckled Wood
