Date_dissected	Family	ID	Sample	Sex	Condition	Larval_diet	Femur_length	Tibia_Length	Tarsus_Length	Wing_Length	HeadWidth	HeadLength	Post-pedicel_Length	Arista_Length	Thorax_Length	Female_Oviscape	Female_posterior_spermathecae1	Female_posterior_spermathecae2	Female_Anterior_Spermatheca_Width	Male_Proximal_surstyli_Length	Male_Distal_surstyli_Length	Male_Apodeme_Length	Male_Aedeagus_Length	Male_Anterior_processus_Length	Male_Processus_Length	Male_testis_area	MaleSperm_bundle_Length	Male_Femur_spine_length
09/10/2018	F16	FS-11	F16_F1_RW2	F	Low	Poor	4.088	3.393	2.342	3.259	1.206	1.481	0.536	1.065	2.162	1.367	0.097	0.11	0.075	NA	NA	NA	NA	NA	NA	NA	NA	NA
24/10/2018	F16	FS-38	F16_F2_RW1	F	High	Rich	5.044	4.07	2.622	NA	1.642	1.884	0.479	1.114	2.721	2.169	0.079	0.084	0.051	NA	NA	NA	NA	NA	NA	NA	NA	NA
24/10/2018	F16	FS-38	F16_F2_RW2	F	High	Rich	5.026	4.118	2.609	NA	1.637	1.877	0.489	1.144	2.733	2.222	0.079	0.085	0.051	NA	NA	NA	NA	NA	NA	NA	NA	NA
24/10/2018	F16	FS-39	F16_F3_RW1	F	High	Rich	5.036	4.141	2.716	4.027	1.508	1.843	0.566	1.103	2.646	2.236	0.091	0.08	0.055	NA	NA	NA	NA	NA	NA	NA	NA	NA
24/10/2018	F16	FS-39	F16_F3_RW2	F	High	Rich	5.061	4.151	2.743	4.038	1.496	1.833	0.575	1.115	2.671	2.25	0.09	0.08	0.054	NA	NA	NA	NA	NA	NA	NA	NA	NA
24/10/2018	F16	FS-40	F16_F4_RW1	F	High	Rich	5.217	4.378	2.794	NA	1.407	1.878	0.571	0.86	2.695	2.011	0.062	0.077	0.066	NA	NA	NA	NA	NA	NA	NA	NA	NA
24/10/2018	F16	FS-40	F16_F4_RW2	F	High	Rich	5.21	4.394	2.783	NA	1.421	1.901	0.564	0.861	2.72	2.014	0.063	0.077	0.066	NA	NA	NA	NA	NA	NA	NA	NA	NA
09/11/2018	F16	FS-74	F16_F5_RW1	F	Low	Poor	NA	NA	NA	3.175	1.19	1.514	0.468	0.958	1.817	2.174	0.08	0.075	0.065	NA	NA	NA	NA	NA	NA	NA	NA	NA
09/11/2018	F16	FS-74	F16_F5_RW2	F	Low	Poor	NA	NA	NA	3.182	1.187	1.509	0.466	0.966	1.82	2.151	0.08	0.075	0.067	NA	NA	NA	NA	NA	NA	NA	NA	NA
09/11/2018	F16	FS-75	F16_F6_RW1	F	Low	Poor	3.961	3.367	2.342	1.602	NA	1.47	0.49	0.993	2.063	NA	0.084	0.091	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
09/11/2018	F16	FS-75	F16_F6_RW2	F	Low	Poor	3.938	3.375	2.347	1.6	NA	1.458	0.486	0.984	2.045	NA	0.085	0.089	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23/10/2018	F16	MS-46	F16_M1_RW1	M	High	Rich	6.256	5.914	3.976	4.253	1.457	2.601	0.746	1.139	2.977	NA	NA	NA	NA	0.171	0.303	1.1	1.128	0.184	1.989	0.496	0.1455	0.068833333
23/10/2018	F16	MS-46	F16_M1_RW2	M	High	Rich	6.255	5.889	3.986	4.243	1.461	2.6	0.748	1.132	2.986	NA	NA	NA	NA	0.18	0.308	1.103	1.121	0.185	1.991	0.525	0.150833333	0.072333333
23/10/2018	F16	MS-47	F16_M2_RW1	M	High	Rich	6.388	6.279	4.334	4.46	1.481	2.828	0.794	1.215	3.095	NA	NA	NA	NA	0.217	0.332	1.131	1.149	0.193	2.057	0.483	0.1575	0.07
23/10/2018	F16	MS-47	F16_M2_RW2	M	High	Rich	6.374	6.263	4.304	4.468	1.479	2.825	0.798	1.207	3.105	NA	NA	NA	NA	0.208	0.337	1.127	1.144	0.186	1.976	0.503	0.155833333	0.069166667
02/11/2018	F16	MS-67	F16_M3_RW1	M	High	Rich	6.092	5.764	NA	4.314	1.555	2.845	0.751	1.091	3.086	NA	NA	NA	NA	0.162	0.278	1.132	1.126	0.178	2.003	0.515	0.1635	0.058666667
02/11/2018	F16	MS-67	F16_M3_RW2	M	High	Rich	6.081	5.778	NA	4.326	1.552	2.848	0.74	1.104	3.091	NA	NA	NA	NA	0.163	0.275	1.139	1.137	0.181	1.984	0.517	0.162333333	0.059166667
08/11/2018	F16	MS-81	F16_M4_RW1	M	Low	Poor	3.977	4.006	2.958	3.32	1.209	1.754	0.58	1.03	2.18	NA	NA	NA	NA	0.196	0.279	1.071	1.105	0.163	1.913	0.262	0.161166667	0.043333333
08/11/2018	F16	MS-81	F16_M4_RW2	M	Low	Poor	3.966	4.008	2.961	3.32	1.209	1.759	0.58	1.034	2.174	NA	NA	NA	NA	0.191	0.285	1.062	1.105	0.163	1.903	0.269	0.164833333	0.0395
08/11/2018	F16	MS-82	F16_M5_RW1	M	Low	Poor	4.065	4.11	3.065	NA	0.994	2.034	0.611	1.046	1.878	NA	NA	NA	NA	0.158	0.284	1.071	1.108	0.156	2.033	0.295	0.16	0.039833333
08/11/2018	F16	MS-82	F16_M5_RW2	M	Low	Poor	4.075	4.073	3.051	NA	0.988	2.031	0.588	1.04	1.876	NA	NA	NA	NA	0.156	0.294	1.052	1.097	0.165	2.07	0.281	0.157666667	0.040833333
13/11/2018	F16	MS-92	F16_M6_RW1	M	Low	Poor	NA	NA	NA	3.439	1.19	1.831	0.602	1.071	2.257	NA	NA	NA	NA	0.157	0.288	1.041	1.093	0.181	1.973	0.289	0.154	NA
13/11/2018	F16	MS-92	F16_M6_RW2	M	Low	Poor	NA	NA	NA	3.434	1.195	1.828	0.574	1.078	2.254	NA	NA	NA	NA	0.171	0.286	1.05	1.09	0.183	1.978	0.271	0.163	NA
10/10/2018	F18	FS-12	F18_F1_RW1	F	Low	Poor	3.718	3.178	2.261	3.079	0.923	1.517	0.518	0.956	2.007	1.817	0.028	0.034	0.039	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/10/2018	F18	FS-12	F18_F1_RW2	F	Low	Poor	3.7	3.155	2.28	3.094	0.933	1.506	0.497	0.967	2.021	1.824	0.028	0.038	0.036	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/10/2018	F18	FS-13	F18_F2_RW1	F	Low	Poor	3.611	2.991	2.19	2.986	1.059	1.422	0.464	0.929	2.007	1.627	0.067	0.073	0.052	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/10/2018	F18	FS-13	F18_F2_RW2	F	Low	Poor	3.629	3.019	2.185	2.992	1.061	1.431	0.465	0.929	1.998	1.632	0.068	0.074	0.054	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/10/2018	F18	FS-14	F18_F3_RW1	F	Low	Poor	3.962	3.366	2.221	NA	NA	NA	0.494	0.995	2.037	1.767	0.071	0.069	0.046	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/10/2018	F18	FS-14	F18_F3_RW2	F	Low	Poor	3.946	3.373	2.225	NA	NA	NA	0.467	0.991	2.031	1.761	0.072	0.068	0.046	NA	NA	NA	NA	NA	NA	NA	NA	NA
22/10/2018	F18	FS-30	F18_F4_RW1	F	High	Rich	4.466	4.053	2.851	NA	1.526	1.852	0.502	1.135	2.66	1.864	0.067	0.075	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22/10/2018	F18	FS-30	F18_F4_RW2	F	High	Rich	4.475	4.08	2.888	NA	1.524	1.854	0.516	1.136	2.646	1.859	0.067	0.072	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23/10/2018	F18	FS-31	F18_F5_RW1	F	High	Rich	5.238	4.27	2.967	NA	1.555	1.88	0.55	1.216	2.724	2.151	0.076	0.068	0.066	NA	NA	NA	NA	NA	NA	NA	NA	NA
23/10/2018	F18	FS-31	F18_F5_RW2	F	High	Rich	5.23	4.246	2.982	NA	1.553	1.883	0.567	1.231	2.721	2.158	0.078	0.067	0.066	NA	NA	NA	NA	NA	NA	NA	NA	NA
23/10/2018	F18	FS-32	F18_F6_RW1	F	High	Rich	5.027	4.182	2.955	NA	1.371	1.919	0.552	1.173	2.59	1.971	0.076	0.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23/10/2018	F18	FS-32	F18_F6_RW2	F	High	Rich	5.036	4.191	2.961	NA	1.357	1.932	0.561	1.193	2.603	1.994	0.076	0.081	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
14/11/2018	F18	FS-87	F18_F7_RW1	F	High	Rich	4.734	4.166	3.017	3.951	1.523	1.856	0.573	1.155	2.643	2.14	0.061	0.053	0.046	NA	NA	NA	NA	NA	NA	NA	NA	NA
14/11/2018	F18	FS-87	F18_F7_RW2	F	High	Rich	4.65	4.163	2.98	3.959	1.524	1.849	0.564	1.153	2.641	2.138	0.062	0.052	0.047	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/10/2018	F18	MS-25	F18_M1_RW1	M	Low	Poor	3.436	3.575	2.864	3.007	1.135	1.654	0.552	1.003	1.914	NA	NA	NA	NA	0.183	0.278	0.956	1.12	0.176	1.924	0.164	0.142666667	0.03
10/10/2018	F18	MS-25	F18_M1_RW2	M	Low	Poor	3.422	3.581	2.853	2.996	1.143	1.664	0.55	0.996	1.916	NA	NA	NA	NA	0.177	0.277	0.95	1.122	0.174	1.945	0.18	0.152	0.0335
10/10/2018	F18	MS-26	F18_M2_RW1	M	Low	Poor	3.243	3.254	2.71	2.979	1.05	1.54	0.516	0.906	1.918	NA	NA	NA	NA	0.172	0.275	1.074	1.104	0.157	1.355	0.206	0.153333333	0.031833333
10/10/2018	F18	MS-26	F18_M2_RW2	M	Low	Poor	3.226	3.291	2.651	2.971	1.056	1.547	0.514	0.909	1.885	NA	NA	NA	NA	0.173	0.282	1.078	1.112	0.162	1.352	0.219	0.149166667	0.034666667
23/10/2018	F18	MS-43	F18_M3_RW1	M	High	Rich	6.094	5.864	4.291	4.427	1.579	2.788	0.771	1.231	3.129	NA	NA	NA	NA	0.16	0.325	1.086	1.198	0.167	1.862	0.621	NA	0.055666667
23/10/2018	F18	MS-43	F18_M3_RW2	M	High	Rich	6.105	5.851	4.301	4.445	1.583	2.772	0.77	1.221	3.139	NA	NA	NA	NA	0.17	0.326	1.09	1.195	0.164	1.845	0.623	NA	0.054333333
23/10/2018	F18	MS-44	F18_M4_RW1	M	High	Rich	6.65	6.322	4.675	4.316	1.625	2.882	0.786	1.276	3.122	NA	NA	NA	NA	0.208	0.309	1.204	1.27	0.167	2.147	0.483	0.156	0.0695
23/10/2018	F18	MS-44	F18_M4_RW2	M	High	Rich	6.643	6.34	4.667	4.325	1.633	2.876	0.775	1.292	3.077	NA	NA	NA	NA	0.21	0.311	1	1.266	0.167	2.107	0.495	0.155166667	0.0705
23/10/2018	F18	MS-45	F18_M5_RW1	M	High	Rich	5.859	5.711	4.525	3.962	1.657	2.752	0.766	1.146	2.965	NA	NA	NA	NA	0.208	0.314	1.152	1.196	0.157	1.973	0.42	0.152166667	0.061
23/10/2018	F18	MS-45	F18_M5_RW2	M	High	Rich	5.901	5.711	4.518	3.96	1.64	2.761	0.752	1.158	2.968	NA	NA	NA	NA	0.198	0.303	1.153	1.201	0.149	1.955	0.415	0.148666667	0.062166667
11/10/2018	F19	FS-16	F19_F1_RW1	F	High	Rich	5.116	4.284	2.944	3.874	1.666	1.864	0.535	NA	2.673	1.781	0.079	0.067	0.075	NA	NA	NA	NA	NA	NA	NA	NA	NA
11/10/2018	F19	FS-16	F19_F1_RW2	F	High	Rich	5.099	4.25	2.94	3.876	1.669	1.889	0.537	NA	2.661	1.769	0.077	0.068	0.073	NA	NA	NA	NA	NA	NA	NA	NA	NA
11/10/2018	F19	FS-17	F19_F2_RW1	F	High	Rich	4.716	4.446	3.262	NA	1.567	1.924	0.58	1.198	2.747	1.768	0.073	0.074	0.047	NA	NA	NA	NA	NA	NA	NA	NA	NA
11/10/2018	F19	FS-17	F19_F2_RW2	F	High	Rich	4.706	4.432	3.241	NA	1.579	1.913	0.587	1.194	2.743	1.774	0.072	0.075	0.048	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/11/2018	F19	FS-70	F19_F3_RW1	F	High	Rich	4.877	4.203	2.836	3.897	1.502	1.843	0.594	1.156	2.575	1.914	0.083	0.084	0.089	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/11/2018	F19	FS-70	F19_F3_RW2	F	High	Rich	4.901	4.127	2.824	3.894	1.502	1.842	0.58	1.171	2.581	1.923	0.085	0.084	0.09	NA	NA	NA	NA	NA	NA	NA	NA	NA
12/11/2018	F19	FS-82	F19_F4_RW1	F	Low	Poor	3.675	3.122	2.181	3.038	1.132	1.462	0.465	0.867	2.002	1.946	0.047	0.049	0.04	NA	NA	NA	NA	NA	NA	NA	NA	NA
12/11/2018	F19	FS-82	F19_F4_RW2	F	Low	Poor	3.654	3.128	2.135	3.044	1.122	1.473	0.482	0.884	2.009	1.954	0.047	0.048	0.039	NA	NA	NA	NA	NA	NA	NA	NA	NA
12/11/2018	F19	FS-83	F19_F5_RW1	F	Low	Poor	3.658	3.138	2.013	3.028	0.999	1.472	0.4	0.669	1.957	1.957	0.066	0.082	0.058	NA	NA	NA	NA	NA	NA	NA	NA	NA
12/11/2018	F19	FS-83	F19_F5_RW2	F	Low	Poor	3.635	3.126	2.02	3.033	1.014	1.467	0.411	0.686	1.94	1.966	0.067	0.083	0.059	NA	NA	NA	NA	NA	NA	NA	NA	NA
12/11/2018	F19	FS-84	F19_F6_RW1	F	Low	Poor	3.657	3.11	2.185	2.971	0.981	1.36	0.421	0.855	1.924	1.789	0.069	0.068	0.044	NA	NA	NA	NA	NA	NA	NA	NA	NA
12/11/2018	F19	FS-84	F19_F6_RW2	F	Low	Poor	3.675	3.128	2.19	2.974	0.99	1.358	0.438	0.838	1.933	1.779	0.07	0.068	0.044	NA	NA	NA	NA	NA	NA	NA	NA	NA
19/11/2018	F19	FS-96	F19_F7_RW1	F	High	Rich	4.786	3.958	2.707	3.822	1.461	1.741	0.582	1.089	2.584	2.174	0.076	0.084	0.069	NA	NA	NA	NA	NA	NA	NA	NA	NA
19/11/2018	F19	FS-96	F19_F7_RW2	F	High	Rich	4.801	3.94	2.709	3.851	1.46	1.742	0.587	1.114	2.573	2.177	0.077	0.084	0.069	NA	NA	NA	NA	NA	NA	NA	NA	NA
01/08/2018	F19	MS-1	F19_M1_RW1	M	High	Rich	NA	NA	NA	NA	NA	2.871	0.716	0.877	2.91	NA	NA	NA	NA	0.125	0.198	1.032	1.116	0.183	NA	0.326	NA	NA
01/08/2018	F19	MS-1	F19_M1_RW2	M	High	Rich	NA	NA	NA	NA	NA	2.849	0.668	0.891	2.909	NA	NA	NA	NA	0.127	0.199	1.024	1.13	0.186	NA	0.314	NA	NA
01/08/2018	F19	MS-2	F19_M2_RW1	M	High	Rich	NA	NA	NA	NA	NA	2.372	0.577	0.955	2.618	NA	NA	NA	NA	0.132	0.235	0.942	0.952	0.168	2.007	0.635	0.816	NA
01/08/2018	F19	MS-2	F19_M2_RW2	M	High	Rich	NA	NA	NA	NA	NA	2.398	0.611	0.967	2.633	NA	NA	NA	NA	0.147	0.233	0.943	0.953	0.166	2.042	0.641	0.809	NA
01/08/2018	F19	MS-3	F19_M3_RW1	M	High	Rich	NA	NA	NA	NA	NA	2.917	0.723	1.082	2.954	NA	NA	NA	NA	NA	NA	1.473	1.5	0.257	NA	0.508	NA	NA
01/08/2018	F19	MS-3	F19_M3_RW2	M	High	Rich	NA	NA	NA	NA	NA	2.911	0.76	1.08	2.995	NA	NA	NA	NA	NA	NA	1.467	1.497	0.253	NA	0.532	NA	NA
12/11/2018	F19	MS-90	F19_M4_RW1	M	Low	Poor	3.152	2.999	2.511	2.958	1.103	1.445	0.505	0.89	1.9	NA	NA	NA	NA	0.178	0.249	1.09	1.088	0.157	1.903	0.219	0.165666667	0.030166667
12/11/2018	F19	MS-90	F19_M4_RW2	M	Low	Poor	3.148	2.305	2.504	2.955	1.018	1.442	0.484	0.907	1.891	NA	NA	NA	NA	0.179	0.256	1.097	1.084	0.165	1.832	0.205	0.161666667	0.027333333
06/11/2018	F2	FS-67	F2_F1_RW1	F	High	Rich	5.014	4.403	3.113	4.076	1.467	1.871	0.591	1.122	2.565	2.1	0.064	0.074	0.054	NA	NA	NA	NA	NA	NA	NA	NA	NA
06/11/2018	F2	FS-67	F2_F1_RW2	F	High	Rich	5.012	4.382	3.137	4.082	1.48	1.916	0.61	1.133	2.674	2.094	0.064	0.074	0.052	NA	NA	NA	NA	NA	NA	NA	NA	NA
06/11/2018	F2	FS-68	F2_F2_RW1	F	High	Rich	4.997	4.443	2.946	3.99	1.372	1.936	0.567	1.186	2.61	1.936	0.07	0.08	0.069	NA	NA	NA	NA	NA	NA	NA	NA	NA
06/11/2018	F2	FS-68	F2_F2_RW2	F	High	Rich	4.996	4.415	2.934	3.989	1.387	1.918	0.548	1.187	2.625	1.952	0.075	0.079	0.073	NA	NA	NA	NA	NA	NA	NA	NA	NA
09/11/2018	F2	FS-76	F2_F3_RW1	F	Low	Poor	4.001	3.488	2.512	3.305	1.186	1.574	0.477	0.996	2.191	2.004	0.077	0.081	0.075	NA	NA	NA	NA	NA	NA	NA	NA	NA
09/11/2018	F2	FS-76	F2_F3_RW2	F	Low	Poor	4.021	3.476	2.513	3.299	1.197	1.586	0.478	1.005	2.199	2.035	0.076	0.082	0.075	NA	NA	NA	NA	NA	NA	NA	NA	NA
09/11/2018	F2	FS-77	F2_F4_RW1	F	Low	Poor	4.09	3.519	2.541	3.378	1.275	1.646	0.495	1.006	2.204	1.932	0.074	0.076	0.073	NA	NA	NA	NA	NA	NA	NA	NA	NA
09/11/2018	F2	FS-77	F2_F4_RW2	F	Low	Poor	4.092	3.534	2.531	3.376	1.256	1.648	0.488	1.023	2.204	1.929	0.073	0.079	0.073	NA	NA	NA	NA	NA	NA	NA	NA	NA
14/11/2018	F2	FS-88	F2_F5_RW1	F	High	Rich	5.081	4.33	2.998	3.925	1.463	NA	0.597	1.195	2.638	2.348	0.069	0.081	0.06	NA	NA	NA	NA	NA	NA	NA	NA	NA
14/11/2018	F2	FS-88	F2_F5_RW2	F	High	Rich	5.145	4.269	2.958	3.928	1.473	NA	0.575	1.196	2.651	2.328	0.069	0.076	0.061	NA	NA	NA	NA	NA	NA	NA	NA	NA
04/09/2018	F2	MS-16	F2_M1_RW1	M	High	Rich	NA	NA	NA	NA	1.581	2.731	0.773	1.189	3.393	NA	NA	NA	NA	0.191	0.356	1.091	1.157	0.16	1.687	0.688	0.1555	NA
04/09/2018	F2	MS-16	F2_M1_RW2	M	High	Rich	NA	NA	NA	NA	1.562	2.764	0.813	1.191	3.362	NA	NA	NA	NA	0.199	0.35	1.104	1.162	0.162	1.69	0.694	0.156	NA
05/09/2018	F2	MS-17	F2_M2_RW1	M	High	Rich	6.487	6.302	NA	NA	1.685	2.849	0.795	1.31	3.05	NA	NA	NA	NA	NA	NA	1.108	1.145	0.172	NA	0.691	0.148833333	0.075666667
05/09/2018	F2	MS-17	F2_M2_RW2	M	High	Rich	6.533	6.323	NA	NA	1.663	2.893	0.791	1.299	3.068	NA	NA	NA	NA	NA	NA	1.118	1.152	0.176	NA	0.784	0.142666667	0.077333333
05/09/2018	F2	MS-18	F2_M3_RW1	M	High	Rich	6.615	6.522	4.53	NA	1.63	3.071	0.816	NA	3.255	NA	NA	NA	NA	0.185	0.341	1.129	1.199	0.172	1.102	0.734	0.155333333	0.065
05/09/2018	F2	MS-18	F2_M3_RW2	M	High	Rich	6.643	6.601	4.539	NA	1.64	3.037	0.829	NA	3.256	NA	NA	NA	NA	0.186	0.342	1.135	1.191	0.166	1.082	0.722	0.164833333	0.065
08/11/2018	F2	MS-83	F2_M4_RW1	M	Low	Poor	4.122	4.061	3.158	3.335	1.2414	1.851	NA	NA	2.204	NA	NA	NA	NA	0.173	0.317	1.077	1.164	0.176	1.735	0.266	0.165166667	0.039166667
08/11/2018	F2	MS-83	F2_M4_RW2	M	Low	Poor	4.122	4.076	3.147	3.332	1.246	1.847	NA	NA	2.21	NA	NA	NA	NA	0.173	0.315	1.07	1.162	0.176	1.704	0.246	0.1675	0.044666667
07/11/2018	F20	FS-69	F20_F1_RW1	F	Low	Poor	3.735	3.251	2.393	3.21	1.126	1.528	NA	NA	2.08	1.804	0.056	0.056	0.072	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/11/2018	F20	FS-69	F20_F1_RW2	F	Low	Poor	3.849	3.232	2.364	3.197	1.176	1.528	NA	NA	2.065	1.828	0.057	0.058	0.068	NA	NA	NA	NA	NA	NA	NA	NA	NA
13/11/2018	F20	FS-85	F20_F2_RW1	F	Low	Poor	3.662	3.09	2.197	3.214	1.292	1.409	0.478	0.973	1.964	1.707	0.083	0.091	0.056	NA	NA	NA	NA	NA	NA	NA	NA	NA
13/11/2018	F20	FS-85	F20_F2_RW2	F	Low	Poor	3.654	3.095	2.19	3.238	1.313	1.406	0.47	0.965	1.967	1.688	0.081	0.09	0.057	NA	NA	NA	NA	NA	NA	NA	NA	NA
13/11/2018	F20	FS-86	F20_F3_RW1	F	Low	Poor	3.656	3.072	2.165	3.143	1.158	1.455	0.437	0.899	1.917	1.865	0.078	0.077	0.067	NA	NA	NA	NA	NA	NA	NA	NA	NA
13/11/2018	F20	FS-86	F20_F3_RW2	F	Low	Poor	3.642	3.073	2.157	3.14	1.161	1.459	0.438	0.901	1.937	1.909	0.077	0.079	0.065	NA	NA	NA	NA	NA	NA	NA	NA	NA
14/11/2018	F20	FS-89	F20_F4_RW1	F	High	Rich	3.978	3.38	2.32	3.474	1.25	1.626	0.471	1.048	2.303	NA	0.079	0.071	0.067	NA	NA	NA	NA	NA	NA	NA	NA	NA
14/11/2018	F20	FS-89	F20_F4_RW2	F	High	Rich	3.972	3.405	2.333	3.467	1.24	1.631	0.472	1.022	2.301	NA	0.08	0.071	0.066	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/11/2018	F20	MS-73	F20_M1_RW1	M	Low	Poor	3.475	3.631	NA	3.14	1.079	1.659	0.536	NA	2.127	NA	NA	NA	NA	0.186	0.294	1.042	1.065	0.161	2.023	0.16	0.152666667	0.036166667
07/11/2018	F20	MS-73	F20_M1_RW2	M	Low	Poor	3.481	3.634	NA	3.163	1.053	1.666	0.527	NA	2.127	NA	NA	NA	NA	0.188	0.3	1.036	1.064	0.164	2.033	0.163	0.154333333	0.037666667
07/11/2018	F20	MS-74	F20_M2_RW1	M	Low	Poor	3.336	3.406	2.728	3.039	1.124	1.208	0.52	0.995	1.848	NA	NA	NA	NA	0.172	0.296	1.067	1.148	0.154	1.998	0.176	0.159	0.029
07/11/2018	F20	MS-74	F20_M2_RW2	M	Low	Poor	3.287	3.406	2.738	3.041	1.13	1.208	0.52	0.999	1.856	NA	NA	NA	NA	0.179	0.3	1.072	1.145	0.158	1.991	0.181	0.161333333	0.0335
14/11/2018	F20	MS-94	F20_M3_RW1	M	High	Rich	3.898	3.904	2.953	3.163	1.268	1.764	0.543	0.954	2.273	NA	NA	NA	NA	0.186	0.312	1.047	1.112	0.165	1.773	0.337	0.158333333	0.053166667
14/11/2018	F20	MS-94	F20_M3_RW2	M	High	Rich	3.903	3.885	2.959	3.172	1.258	1.767	0.542	0.95	2.283	NA	NA	NA	NA	0.185	0.288	1.049	1.113	0.16	1.738	0.289	0.159666667	0.054
05/11/2018	F21	FS-60	F21_F1_RW1	F	Low	Poor	3.049	2.848	2.048	2.85	0.99	1.45	0.436	0.891	1.791	1.731	0.056	0.061	0.056	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/11/2018	F21	FS-60	F21_F1_RW2	F	Low	Poor	3.047	2.836	2.061	2.872	0.988	1.438	0.429	0.889	1.781	1.733	0.055	0.061	0.057	NA	NA	NA	NA	NA	NA	NA	NA	NA
06/11/2018	F21	FS-64	F21_F2_RW1	F	High	Rich	4.848	4.11	2.792	4.019	1.418	NA	0.598	NA	2.536	1.942	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
06/11/2018	F21	FS-64	F21_F2_RW2	F	High	Rich	4.864	4.078	2.782	4.033	1.422	NA	0.586	NA	2.541	2.033	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
06/11/2018	F21	FS-65	F21_F3_RW1	F	High	Rich	4.829	4.23	NA	NA	1.492	1.861	0.597	1.163	2.336	2.045	0.056	0.059	0.05	NA	NA	NA	NA	NA	NA	NA	NA	NA
06/11/2018	F21	FS-65	F21_F3_RW2	F	High	Rich	4.849	4.259	NA	NA	1.465	1.875	0.613	1.17	2.35	2.038	0.057	0.059	0.049	NA	NA	NA	NA	NA	NA	NA	NA	NA
06/11/2018	F21	FS-66	F21_F4_RW1	F	High	Rich	4.934	4.238	2.871	3.942	1.499	1.863	0.571	1.075	2.6	1.936	0.056	0.064	0.061	NA	NA	NA	NA	NA	NA	NA	NA	NA
06/11/2018	F21	FS-66	F21_F4_RW2	F	High	Rich	4.924	4.183	2.837	3.933	1.492	1.869	0.571	1.048	2.622	1.988	0.058	0.065	0.061	NA	NA	NA	NA	NA	NA	NA	NA	NA
15/08/2018	F21	MS-4	F21_M1_RW1	M	High	Rich	4.71	4.751	4.679	NA	1.04	2.126	0.672	0.742	2.685	NA	NA	NA	NA	NA	NA	NA	NA	0.16	NA	0.358	NA	0.056166667
15/08/2018	F21	MS-4	F21_M1_RW2	M	High	Rich	4.73	4.731	4.719	NA	1.092	2.117	0.666	0.706	2.695	NA	NA	NA	NA	NA	NA	NA	NA	0.169833333	NA	0.333	NA	0.058666667
05/11/2018	F21	MS-70	F21_M10_RW1	M	Low	Poor	2.62	3.157	2.567	2.907	0.998	1.486	0.495	0.937	1.828	NA	NA	NA	NA	0.184	0.29	1.064	1.102	0.175	2.058	NA	0.1625	0.037833333
05/11/2018	F21	MS-70	F21_M10_RW2	M	Low	Poor	2.634	3.162	2.568	2.901	1.009	1.508	0.476	0.942	1.827	NA	NA	NA	NA	0.186	0.292	1.066	1.102	0.176	2.058	NA	0.1655	0.039833333
05/11/2018	F21	MS-71	F21_M11_RW1	M	Low	Poor	3.189	3.226	2.626	2.844	NA	1.472	0.526	0.837	1.821	NA	NA	NA	NA	0.148	0.304	1.203	1.051	0.162	1.844	0.206	0.150333333	0.034
05/11/2018	F21	MS-71	F21_M11_RW2	M	Low	Poor	3.159	3.228	2.626	2.84	NA	1.471	0.525	0.832	1.823	NA	NA	NA	NA	0.147	0.305	1.221	1.036	0.164	1.843	0.201	0.156333333	0.034
16/08/2018	F21	MS-5	F21_M2_RW1	M	High	Rich	4.914	4.748	3.678	3.862	0.936	2.238	0.706	1.1	2.5	NA	NA	NA	NA	0.184	0.314	1.1	NA	0.157	1.272	0.623	0.146833333	0.061
16/08/2018	F21	MS-5	F21_M2_RW2	M	High	Rich	4.812	4.755	3.659	3.9	0.958	2.238	0.705	1.083	2.514	NA	NA	NA	NA	0.188	0.324	1.1	NA	0.165	1.24	0.601	0.197166667	0.057
16/08/2018	F21	MS-7	F21_M3_RW1	M	High	Rich	6.156	6.117	4.588	NA	1.545	2.913	0.742	1.248	3.118	NA	NA	NA	NA	NA	NA	1.075	NA	0.176	1.992	0.941	NA	0.077666667
16/08/2018	F21	MS-7	F21_M3_RW2	M	High	Rich	6.148	6.165	4.865	NA	1.541	2.943	0.747	1.234	3.154	NA	NA	NA	NA	NA	NA	1.073	NA	0.168	1.954	0.945	NA	0.076333333
16/08/2018	F21	MS-8	F21_M4_RW1	M	High	Rich	6.305	6.038	4.343	4.438	1.532	2.87	0.781	1.292	NA	NA	NA	NA	NA	0.144	0.233	0.96	0.952	NA	2.071	0.436	0.121833333	0.074166667
